nom_comm,code_insee,nom_carr,nom_axe,date,type_compt,remarque,id,num_poste,id_metro,num_ope,fid,geo_point_2d
GRENOBLE,38185,"Av. des Maquis de l'Oisans / Av. Jean Jaurès","Av. des Maquis de l'Oisans",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C13",C13,842,"OPE 344",625,"45.148250000019104, 5.751015"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C2",C2,843,"OPE 344",626,"45.181996000019026, 5.734371"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C3",C3,844,"OPE 344",627,"45.180622000019035, 5.734902"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C4",C4,845,"OPE 344",628,"45.175897000019035, 5.737320999999999"
GRENOBLE,38185,"Av. Jean Perrot / Rue Ponsard","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C5",C5,846,"OPE 344",629,"45.17533000001905, 5.737539"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C6",C6,847,"OPE 344",630,"45.17314200001904, 5.738685999999999"
GRENOBLE,38185,"Rue Georges de Manteyer / Av. Jean Perrot","Rue Georges de Manteyer",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C7",C7,848,"OPE 344",631,"45.17160000001905, 5.7394490000000005"
GRENOBLE,38185,"Rue Cardinal le Camus / Av. Jean Perrot","Rue Cardinal le Camus",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C8",C8,849,"OPE 344",632,"45.16721500001907, 5.741650999999997"
GRENOBLE,38185,"Rue Galilée / Av. Jean Perrot","Rue Galilée",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C9",C9,850,"OPE 344",633,"45.16533200001908, 5.742531999999998"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue de Beauregard","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C1",C1,851,"OPE 349",634,"45.093552000019265, 5.683832"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Charles de Gaulle","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C2",C2,852,"OPE 349",635,"45.089539000019286, 5.683598"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Jean Jaurès","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C3",C3,853,"OPE 349",636,"45.086595000019294, 5.683079000000002"
CHAMP-SUR-DRAC,38071,"Avenue du Pavillon / Rue de Verdun","Avenue du Pavillon",20220203,DIRECTIONNEL,Aucune.,"OPE 353-C1",C1,854,"OPE 353",637,"45.08019600001931, 5.734905999999999"
"LE PONT DE CLAIX",38317,"Cours Saint-André / Rue Lavoisier","Cours Saint-André",20220315,DIRECTIONNEL,Aucune.,"OPE 363-C1",C1,855,"OPE 363",638,"45.13413500001915, 5.700901"
SAINT-EGRÈVE,38382,"Avenue de Karben / Route de Lyon","Avenue de Karben",20220414,DIRECTIONNEL,Aucune.,"OPE 364-C1",C1,856,"OPE 364",639,"45.242754000018834, 5.670864"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,857,"OPE 371",640,"45.18176700001903, 5.705526000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,858,"OPE 371",641,"45.17921800001904, 5.705393"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,859,"OPE 371",642,"45.17833500001903, 5.705349000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,860,"OPE 371",643,"45.177901000019034, 5.7053139999999996"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,861,"OPE 374",644,"45.188327000019015, 5.714919"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,862,"OPE 374",645,"45.18821600001899, 5.71627"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,863,"OPE 374",646,"45.188044000019005, 5.719051"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,864,"OPE 374",647,"45.18586800001902, 5.718311"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,865,"OPE 374",648,"45.185918000019015, 5.716741999999999"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,866,"OPE 378",649,"45.17439300001905, 5.714506999999999"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,867,"OPE 383",650,"45.18586800001902, 5.718311"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,868,"OPE 387",651,"45.2346690000189, 5.669056"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,869,"OPE 396",652,"45.18091900001903, 5.723194999999999"
GRENOBLE,38185,"Rue Ampère / Rue Raspail","Rue Ampère",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C1",C1,870,"OPE 371",653,"45.18176700001903, 5.705526000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue des Champs Elysées","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C2",C2,871,"OPE 371",654,"45.17921800001904, 5.705393"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Alexandre Dumas","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C3",C3,872,"OPE 371",655,"45.17833500001903, 5.705349000000001"
GRENOBLE,38185,"Avenue Rhin et Danube / Rue Joseph Bouchayer","Avenue Rhin et Danube",20220519,DIRECTIONNEL,Aucune.,"OPE 371-C4",C4,873,"OPE 371",656,"45.177901000019034, 5.7053139999999996"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Semard","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C1",C1,874,"OPE 374",657,"45.188327000019015, 5.714919"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfer","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C2",C2,875,"OPE 374",658,"45.18821600001899, 5.71627"
GRENOBLE,38185,"Cours Berriat / Cours Jean Jaurès","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C3",C3,876,"OPE 374",659,"45.188044000019005, 5.719051"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,877,"OPE 374",660,"45.18586800001902, 5.718311"
GRENOBLE,38185,"Avenue de Vizille / Rue Nicolas Chorier","Avenue de Vizille",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C5",C5,878,"OPE 374",661,"45.185918000019015, 5.716741999999999"
GRENOBLE,38185,"Cours de la Libération / Rue Anatole France","Cours de la Libération",20220519,DIRECTIONNEL,Aucune.,"OPE 378-C1",C1,879,"OPE 378",662,"45.17439300001905, 5.714506999999999"
GRENOBLE,38185,"Rue Marceau / Rue André Maginot","Rue Marceau",20220519,DIRECTIONNEL,Aucune.,"OPE 383-C1",C1,880,"OPE 383",663,"45.18586800001902, 5.718311"
SAINT-EGRÈVE,38382,"Avenue de l'Île Brune / Rue du Lac","Avenue de l'Île Brune",20220519,DIRECTIONNEL,Aucune.,"OPE 387-C1",C1,881,"OPE 387",664,"45.2346690000189, 5.669056"
CORENC,38126,"Avenue du Grésivaudan / Av. du Cèdre","Avenue du Grésivaudan",20220519,DIRECTIONNEL,Aucune.,"OPE 391-C1",C1,882,"OPE 391",665,"45.20753000001897, 5.755974000000002"
GRENOBLE,38185,"Boulevard Maréchal Foch / Rue Marceau","Boulevard Maréchal Foch",20220607,DIRECTIONNEL,Aucune.,"OPE 396-C1",C1,883,"OPE 396",666,"45.18091900001903, 5.723194999999999"
GIÈRES,38179,"Grand'Rue / Rue de la Gare",Grand'Rue,20210119,DIRECTIONNEL,"Quelques incivilités sur ce carrefour","OPE 258-C1",C1,960,"OPE 258",667,"45.18149500001902, 5.788105"
ECHIROLLES,38151,"Avenue Auguste Ferrier / Rue de la Paix","Avenue Auguste Ferrier",20210107,DIRECTIONNEL,Aucune.,"OPE 254-C01",C01,962,"OPE 254",668,"45.14466200001914, 5.710543999999998"
ECHIROLLES,38151,"Avenue Auguste Ferrier / Rue de la Paix","Avenue Auguste Ferrier",20210107,DIRECTIONNEL,Aucune.,"OPE 254-C02",C02,963,"OPE 254",669,"45.14273600001913, 5.708795000000001"
GRENOBLE,38185,"Rue de Stalingrad / Rue Général Ferrié","Rue de Stalingrad",20210223,DIRECTIONNEL,"Vélos sur route","OPE 267-C1",C1,964,"OPE 267",670,"45.17516700001904, 5.725535000000001"
GRENOBLE,38185,"Rue de Stalingrad / Rue des Alliés","Rue de Stalingrad",20210223,DIRECTIONNEL,Aucune.,"OPE 267-C2",C2,965,"OPE 267",671,"45.171745000019044, 5.724327999999998"
GRENOBLE,38185,"Rue Honoré de Balzac / Rue Jacquard","Rue Honoré de Balzac",20210223,DIRECTIONNEL,Aucune.,"OPE 267-C3",C3,966,"OPE 267",672,"45.17449400001905, 5.724529"
GRENOBLE,38185,"Rue de Stalingrad / Rue des Alliés","Rue de Stalingrad",20210223,DIRECTIONNEL,Aucune.,"OPE 267-C4",C4,967,"OPE 267",673,"45.171745000019044, 5.724327999999998"
VARCES-ALLIÈRES-ET-RISSET,38524,"RD1075 / Maison d'arrêt",RD1075,20210223,DIRECTIONNEL,Aucune.,"OPE 275-C1",C1,968,"OPE 275",674,"45.09923300001925, 5.684431"
VARCES-ALLIÈRES-ET-RISSET,38524,"RD1075 / Rue de l'Industrie",RD1075,20210223,DIRECTIONNEL,Aucune.,"OPE 275-C2",C2,969,"OPE 275",675,"45.097234000019256, 5.683778"
VARCES-ALLIÈRES-ET-RISSET,38524,"RD1075 / Rue Pierre Termier",RD1075,20210223,DIRECTIONNEL,Aucune.,"OPE 275-C3",C3,970,"OPE 275",676,"45.09358700001928, 5.683766999999999"
DOMÈNE,38150,"RD11K / Route de Savoie",RD11K,20210330,DIRECTIONNEL,Aucune.,"OPE 280-C1",C1,971,"OPE 280",677,"45.20729500001894, 5.848301"
SASSENAGE,38474,"Rue de l'Argentière / Rue de la Sûre","Rue de l'Argentière",20210401,DIRECTIONNEL,Aucune.,"OPE 283-C1",C1,972,"OPE 283",678,"45.20564300001896, 5.682438999999999"
SASSENAGE,38474,"Rue de l'Argentière / Rue de la Sûre","Rue de l'Argentière",20210408,DIRECTIONNEL,Aucune.,"OPE 283-C1",C1,973,"OPE 283",679,"45.20564300001896, 5.682438999999999"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210408,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,974,"OPE 284",680,"45.10266300001924, 5.713674999999998"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210408,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,975,"OPE 284",681,"45.10266300001924, 5.713674999999998"
CHAMPAGNIER,38068,"RN85 / RD1085A",RN85,20210330,DIRECTIONNEL,Aucune.,"OPE 284-C1",C1,976,"OPE 284",682,"45.10266300001924, 5.713674999999998"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,977,"OPE 284",683,"45.0884500000193, 5.731159000000001"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,978,"OPE 284",684,"45.0884500000193, 5.731159000000001"
JARRIE,38200,"Route de Vizille / Route de l'Electro-Chimie","Route de Vizille",20210330,DIRECTIONNEL,Aucune.,"OPE 284-C2",C2,979,"OPE 284",685,"45.0884500000193, 5.731159000000001"
JARRIE,38200,"Route de Vizille / Arkema","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C3",C3,980,"OPE 284",686,"45.08510400001929, 5.739363"
JARRIE,38200,"Route de Vizille / Arkema","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C3",C3,981,"OPE 284",687,"45.08510400001929, 5.739363"
JARRIE,38200,"Route de Vizille / Avenue de la Gare","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C4",C4,982,"OPE 284",688,"45.08378800001928, 5.742895999999998"
JARRIE,38200,"Route de Vizille / Avenue de la Gare","Route de Vizille",20210408,DIRECTIONNEL,Aucune.,"OPE 284-C4",C4,983,"OPE 284",689,"45.08378800001928, 5.742895999999998"
MEYLAN,38229,"Chemin du Vieux Chêne / Avenue du Taillefer","Chemin du Vieux Chêne",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C1",C1,984,"OPE 291",690,"45.20752900001896, 5.783432000000002"
MEYLAN,38229,"Avenue du Granier / Avenue du Taillefer","Avenue du Granier",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C2",C2,985,"OPE 291",691,"45.20977600001895, 5.782175999999999"
MEYLAN,38229,"Avenue du Vercors / Avenue de Verdun","Avenue du Vercors",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C3",C3,986,"OPE 291",692,"45.207603000018956, 5.768222000000001"
MEYLAN,38229,"Avenue du Granier / Avenue des 4 Chemins","Avenue du Granier",20210506,DIRECTIONNEL,Aucune.,"OPE 291-C4",C4,987,"OPE 291",693,"45.21141000001895, 5.791988999999998"
GRENOBLE,38185,"Avenue Edmond Esmonin / Avenue des Etats Généraux","Avenue Edmond Esmonin",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C1",C1,988,"OPE 301",694,"45.16033800001909, 5.720262"
GRENOBLE,38185,"Avenue Paul Verlaine / Avenue Léon Blum","Avenue Paul Verlaine",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C2",C2,989,"OPE 301",695,"45.161964000019076, 5.715749999999999"
GRENOBLE,38185,"Avenue Victor Hugo / Rue de Bretagne","Avenue Victor Hugo",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C3",C3,990,"OPE 301",696,"45.158824000019095, 5.713539999999999"
GRENOBLE,38185,"Rue de Bretagne / Rue d'Auvergne","Rue de Bretagne",20210916,DIRECTIONNEL,Aucune.,"OPE 301-C4",C4,991,"OPE 301",697,"45.157727000019094, 5.715782"
CHAMPAGNIER,38068,"RN85 / RD64",RN85,20210923,DIRECTIONNEL,Aucune.,"OPE 320-C1",C1,992,"OPE 320",698,"45.09512500001925, 5.72098"
CHAMPAGNIER,38068,"RN85 / RD64",RN85,20210925,DIRECTIONNEL,Aucune.,"OPE 320-C1",C1,993,"OPE 320",699,"45.09512500001925, 5.72098"
FONTAINE,38169,"Pont du Vercors / Quai du Drac","Pont du Vercors",20210923,DIRECTIONNEL,Aucune.,"OPE 322-C1",C1,994,"OPE 322",700,"45.19244000001898, 5.700538999999999"
FONTAINE,38169,"Pont Esclangon / Quai du Drac","Pont Esclangon",20210923,DIRECTIONNEL,"La branche 2 ne différencie pas la RD531 de la voie verte au Nord.","OPE 322-C2",C2,995,"OPE 322",701,"45.189733000019, 5.700622999999998"
FONTAINE,38169,"Quai du Drac / Av. Aristide Briand","Av. Aristide Briand",20210923,DIRECTIONNEL,Aucune.,"OPE 322-C3",C3,996,"OPE 322",702,"45.189056000019015, 5.700542999999999"
ECHIROLLES,38151,"Rue de la Liberté / Rue Paul Langevin","Rue de la Liberté",20211118,DIRECTIONNEL,Aucune.,"OPE 333-C1",C1,997,"OPE 333",703,"45.14634500001913, 5.726572999999998"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue du Vercors","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C1",C1,998,"OPE 334",704,"45.16379900001908, 5.750997999999997"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Avenue Paul Eluard","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C2",C2,999,"OPE 334",705,"45.165795000019074, 5.747802999999999"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue Pierre Loti","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C3",C3,1000,"OPE 334",706,"45.16678600001907, 5.746289999999999"
SAINT-MARTIN-D'HÈRES,38421,"Avenue Marcel Cachin / Rue Léon Jouhaux","Avenue Marcel Cachin",20211118,DIRECTIONNEL,Aucune.,"OPE 334-C4",C4,1001,"OPE 334",707,"45.16826100001907, 5.743993999999998"
"LA TRONCHE",38516,"Avenue de Verdun / Avenue du Grand Sablon","Avenue de Verdun",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C1-C2",C1-C2,1002,"OPE 338",708,"45.19246600001901, 5.746089999999999"
"LA TRONCHE",38516,"Avenue des Maquis du Grésivaudan / Quai Yermoloff","Avenue des Maquis du Grésivaudan",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C10",C10,1003,"OPE 338",709,"45.20108900001898, 5.741877000000001"
GRENOBLE,38185,"Boulevard Maréchal Leclerc / Avenue Saint-Roch","Boulevard Maréchal Leclerc",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C3",C3,1004,"OPE 338",710,"45.19122800001901, 5.738510000000001"
GRENOBLE,38185,"Rue Malakoff / Rue Joseph Chanrion","Rue Malakoff",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C4",C4,1005,"OPE 338",711,"45.18885800001902, 5.737363"
GRENOBLE,38185,"Boulevard Jean Pain / Rue Joseph Chanrion","Boulevard Jean Pain",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C5",C5,1006,"OPE 338",712,"45.187791000019004, 5.738193999999998"
GRENOBLE,38185,"Avenue de Verdun / Rue du 19 Mars 1962","Avenue de Verdun",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C6",C6,1007,"OPE 338",713,"45.189403000019006, 5.741960000000001"
GRENOBLE,38185,"Rue Jules Flandrin / Rue du 19 Mars 1962","Rue Jules Flandrin",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C7",C7,1008,"OPE 338",714,"45.188157000019004, 5.746057999999998"
"LA TRONCHE",38516,"Boulevard de la Chantourne / Pass. Ricou","Boulevard de la Chantourne",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C8",C8,1009,"OPE 338",715,"45.196955000018974, 5.7515149999999995"
"LA TRONCHE",38516,"Boulevard de la Chantourne / Avenue du Grand Sablon","Boulevard de la Chantourne",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C9",C9,1010,"OPE 338",716,"45.19705300001898, 5.748517999999999"
ECHIROLLES,38151,"Avenue d'Honhoue / Rue Léon Fournier","Avenue d'Honhoue",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C1",C1,1011,"OPE 343",717,"45.151586000019115, 5.707885"
ECHIROLLES,38151,"Avenue d'Honhoue / Rue Pierre Semard","Avenue d'Honhoue",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C2",C2,1012,"OPE 343",718,"45.15095300001912, 5.709605000000001"
ECHIROLLES,38151,"Cours Jean Jaurès / Avenue d'Honhoue","Cours Jean Jaurès",20211214,DIRECTIONNEL,Aucune.,"OPE 343-C3",C3,1013,"OPE 343",719,"45.151923000019096, 5.706874999999999"
GRENOBLE,38185,"Rue Mallifaud / Rue des deportés du 11 Novembre 1943","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C1",C1,1014,"OPE 340",720,"45.18094600001902, 5.728256999999999"
GRENOBLE,38185,"Av. du Grand Châtelet / Rue Marius Blanchet","Av. du Grand Châtelet",20210111,DIRECTIONNEL,Aucune.,"OPE 340-C10",C10,1015,"OPE 340",721,"45.178383000019025, 5.749494999999999"
GRENOBLE,38185,"Cours Berriat / Rue Nicolas Chorier","Cours Berriat",20220512,DIRECTIONNEL,Aucune.,"OPE 374-C4",C4,1056,"OPE 374",722,"45.18586800001902, 5.718311"
GRENOBLE,38185,"Rue André Argourges / Av. Jeanne d'Arc","Rue André Argourges",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C11",C11,1016,"OPE 340",723,"45.17817700001903, 5.745391999999998"
GRENOBLE,38185,"Rue Léon Jouhaux/ Rue André Argourges","Rue Léon Jouhaux",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C12",C12,1017,"OPE 340",724,"45.17736500001904, 5.742994000000001"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C13",C13,1018,"OPE 340",725,"45.175897000019035, 5.737320999999999"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C14",C14,1019,"OPE 340",726,"45.17314200001904, 5.738685999999999"
GRENOBLE,38185,"Av. des Jeux Olympiques / Rue Léon Jouhaux","Av. des Jeux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C15",C15,1020,"OPE 340",727,"45.17469300001904, 5.745129000000001"
GRENOBLE,38185,"Av. des Jeux Olympiques / Av. Jules Vallés","Av. des Jeux Olympiques",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C16",C16,1021,"OPE 340",728,"45.17656000001905, 5.752356999999999"
GRENOBLE,38185,"Rue Mallifaud / Av. Général Champon","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C2",C2,1022,"OPE 340",729,"45.18060300001901, 5.731660999999998"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C3",C3,1023,"OPE 340",730,"45.180622000019035, 5.734902"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C4",C4,1024,"OPE 340",731,"45.181996000019026, 5.734371"
GRENOBLE,38185,"Bd. Clemenceau / Rue Léon Jouhaux","Bd. Clemenceau",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C5",C5,1025,"OPE 340",732,"45.18442800001902, 5.740851"
GRENOBLE,38185,"Bd. Clemenceau / Av. Jeanne d'Arc","Bd. Clemenceau",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C6",C6,1026,"OPE 340",733,"45.18575900001903, 5.742846000000001"
GRENOBLE,38185,"Rue Leon Jouhaux/ Rue Claude Genin","Rue Leon Jouhaux",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C7",C7,1027,"OPE 340",734,"45.18051100001903, 5.741587000000001"
GRENOBLE,38185,"Av. Jeanne d'Arc/ Rue Claude Genin","Av. Jeanne d'Arc",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C8",C8,1028,"OPE 340",735,"45.18156300001901, 5.7447729999999995"
GRENOBLE,38185,"Rue Claude Genin / Av. Jules Vallés","Rue Claude Genin",20220111,DIRECTIONNEL,Aucune.,"OPE 340-C9",C9,1029,"OPE 340",736,"45.18220600001902, 5.7479320000000005"
GRENOBLE,38185,"Av. Jean Perrot / Bd. Des Diables Bleus","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C1",C1,1030,"OPE 344",737,"45.183467000019014, 5.733590999999998"
GRENOBLE,38185,"Av. Paul Eluard / Av. Jean Jaurès","Av. Paul Eluard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C10",C10,1031,"OPE 344",738,"45.16472300001908, 5.7427909999999995"
GRENOBLE,38185,"Rue du Vercors / Rue Jean Jaurès","Rue du Vercors",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C11",C11,1032,"OPE 344",739,"45.16160500001909, 5.744324000000001"
GRENOBLE,38185,"Av. Jean Jaurès / Rue Eugène Ravanat","Av. Jean Jaurès",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C12",C12,1033,"OPE 344",740,"45.15839000001909, 5.745964"
GRENOBLE,38185,"Av. des Maquis de l'Oisans / Av. Jean Jaurès","Av. des Maquis de l'Oisans",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C13",C13,1034,"OPE 344",741,"45.148250000019104, 5.751015"
GRENOBLE,38185,"Av. Albert 1er de Belgique / Av. Jean Perrot","Av. Albert 1er de Belgique",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C2",C2,1035,"OPE 344",742,"45.181996000019026, 5.734371"
GRENOBLE,38185,"Rue Mallifaud / Av. Jean Perrot","Rue Mallifaud",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C3",C3,1036,"OPE 344",743,"45.180622000019035, 5.734902"
GRENOBLE,38185,"Rue de la Sta Ponsard / Av. Jean Perrot","Rue de la Sta Ponsard",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C4",C4,1037,"OPE 344",744,"45.175897000019035, 5.737320999999999"
GRENOBLE,38185,"Av. Jean Perrot / Rue Ponsard","Av. Jean Perrot",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C5",C5,1038,"OPE 344",745,"45.17533000001905, 5.737539"
GRENOBLE,38185,"Av. des Jeaux Olympiques / Av. Jean Perrot","Av. des Jeaux Olympiques",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C6",C6,1039,"OPE 344",746,"45.17314200001904, 5.738685999999999"
GRENOBLE,38185,"Rue Georges de Manteyer / Av. Jean Perrot","Rue Georges de Manteyer",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C7",C7,1040,"OPE 344",747,"45.17160000001905, 5.7394490000000005"
GRENOBLE,38185,"Rue Cardinal le Camus / Av. Jean Perrot","Rue Cardinal le Camus",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C8",C8,1041,"OPE 344",748,"45.16721500001907, 5.741650999999997"
GRENOBLE,38185,"Rue Galilée / Av. Jean Perrot","Rue Galilée",20220118,DIRECTIONNEL,Aucune.,"OPE 344-C9",C9,1042,"OPE 344",749,"45.16533200001908, 5.742531999999998"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue de Beauregard","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C1",C1,1043,"OPE 349",750,"45.093552000019265, 5.683832"
VARCES-ALLIÈRES-ET-RISSET,38524,"Avenue Joliot Curie / Rue Charles de Gaulle","Avenue Joliot Curie",20210118,DIRECTIONNEL,Aucune.,"OPE 349-C2",C2,1044,"OPE 349",751,"45.089539000019286, 5.683598"
