nom_comm,code_insee,nom_carr,nom_axe,date,type_compt,remarque,id,num_poste,id_metro,num_ope,fid,geo_point_2d
VARCES-ALLIERES-ET-RISSET,38524,"D1075/Industrie/Sortie Commerces/Gentianes",,20160906,DIRECTIONNEL,,1,,42,,1,"45.097295980470854, 5.683740593232932"
GIÈRES,38179,"Avenue Henri Duhamel / Rue du Repos","Avenue Henri Duhamel",20181001,DIRECTIONNEL,Aucune.,"OPE 162-C1",C1,363,"OPE 162",2,"45.17900072001902, 5.789364320000001"
GIÈRES,38179,"Avenue Henri Duhamel / Rue du Repos","Avenue Henri Duhamel",20181001,DIRECTIONNEL,Aucune.,"OPE 162-C1",C1,364,"OPE 162",3,"45.17900072001902, 5.789364320000001"
ECHIROLLES,38151,"Comboire / Parking / Drac",,20140412,DIRECTIONNEL,,142,,59,,4,"45.148080735031954, 5.693515502473645"
GRENOBLE,38185,"Comboire / Moucherolle / Charles",,20140412,DIRECTIONNEL,,143,63,60,,5,"45.150320446843345, 5.695306929339442"
GRENOBLE,38185,"Rue Malakoff / Rue Joseph Chanrion","Rue Malakoff",20211116,DIRECTIONNEL,Aucune.,"OPE 338-C4",C4,494,"OPE 338",6,"8.280972213623983, -9.899271864277631"
GRENOBLE,38185,"Rue Jules Flandrin / Rue du 19 Mars 1962",D1087,20151210,DIRECTIONNEL,,144,1511,61,,7,"45.18811000001901, 5.746104"
GRENOBLE,38185,"Rue Jules Flandrin / Av. de Valmy",D112,20151210,DIRECTIONNEL,,24,1512,62,,8,"45.186700000019, 5.743913"
GRENOBLE,38185,"Bd. Maréchal Foch / Bd. Gambetta",D1090,20151201,DIRECTIONNEL,,91,1513,63,,9,"45.18203500001901, 5.727496"
GRENOBLE,38185,"Bd. Joseph Vallier / Cours Jean Jaurès",D1090/D1075,20151201,DIRECTIONNEL,,145,1514,64,,10,"45.180350000019004, 5.716482000000002"
GRENOBLE,38185,"Rue Durand Savoyat / Rue des Martyrs",D531,20151210,DIRECTIONNEL,,146,1516,65,,11,"45.19849300001895, 5.709099"
SAINT-MARTIN-D'HERES,38421,"Avenue du Doyen Louis Weil / Avenue Gabriel Péri",D1087,20181204,DIRECTIONNEL,,147,,66,,12,"45.18651900001898, 5.757853999999998"
MEYLAN,38229,"Aiguinards / Verdun",,20121002,DIRECTIONNEL,,148,4,67,,13,"45.20551803325791, 5.764570215041702"
MEYLAN,38229,"Revirée / Verdun / Vercors",,20121002,DIRECTIONNEL,,149,5,68,,14,"45.207554693482976, 5.768220925851546"
ECHIROLLES,38151,"FTPF / Grugliasco / Maquis de l'Oisan",,20140408,DIRECTIONNEL,,150,46,69,,15,"45.148079078407804, 5.724225789168221"
SAINT-MARTIN-D'HERES,38421,"Avenue Gabriel Péri / Avenue Benoit Frachon",D1087,20151208,DIRECTIONNEL,,151,2,70,,16,"45.18696800001899, 5.755787000000001"
SAINT-MARTIN-D'HERES,38421,"Rue Pierre Brossolette / Avenue Gabriel Péri",D1087,20151208,DIRECTIONNEL,,2,3,71,,17,"45.18750600001898, 5.753178000000001"
GRENOBLE,38185,"Avenue Berthelot / Rue Flaubert",NC,20160308,DIRECTIONNEL,,152,3,72,,18,"45.17279900001903, 5.731916"
GRENOBLE,38185,"Avenue de l'Europe / Rue Maurice Dodero","Avenue de l'Europe",20191012,DIRECTIONNEL,Aucune.,"OPE 163-C1",C1,365,"OPE 163",19,"45.1593993500191, 5.7289629500000006"
GRENOBLE,38185,"Avenue Berthelot / Rue Claudel",NC,20160308,DIRECTIONNEL,,153,4,73,,20,"45.171642000019034, 5.732042"
SAINT-MARTIN-DHERES,38421,Grimaud/Peri/Labeyre/Rousseau,,20140410,DIRECTIONNEL,,154,53,74,,21,"45.18577873197268, 5.761248611061369"
SAINT-MARTIN-DHERES,38421,"Prevert / September / Zetkin",,20140410,DIRECTIONNEL,,155,56,75,,22,"45.16211576697735, 5.7626754366259565"
SAINT-MARTIN-DHERES,38421,"Cayrier / Croizat / Beylier",,20140410,DIRECTIONNEL,,156,,76,,23,"45.18314509368725, 5.75673115657126"
SAINT-MARTIN-DHERES,38421,"Croizat / Semart",,20140410,DIRECTIONNEL,,157,,77,,24,"45.1828294241779, 5.757952583979758"
SAINT-MARTIN-DHERES,38421,"Valles / Blanchet / Langevin",,20140410,DIRECTIONNEL,,158,59,78,,25,"45.17897907187004, 5.751112590492167"
GRENOBLE,38185,"Avenue de l'Europe / Avenue Marie Reynoard","Avenue de l'Europe",20191121,DIRECTIONNEL,Aucune.,"OPE 163-C1",C1,366,"OPE 163",26,"45.1593993500191, 5.7289629500000006"
ECHIROLLES,38151,"Avenue Auguste Ferrier / Rue de la Paix","Avenue Auguste Ferrier",20210107,DIRECTIONNEL,Aucune.,"OPE 254-C02",C02,428,"OPE 254",27,"45.14273600001913, 5.708795000000001"
GRENOBLE,38185,"Cours Jean Jaurès / Rue Joseph Rey",D1075,20151201,DIRECTIONNEL,,159,1515,79,,28,"45.183898000019006, 5.71767"
GRENOBLE,38185,"Avenue des Martyrs / Rue Jules Horowitz",D531,20151210,DIRECTIONNEL,,160,1517,80,,29,"45.20537400001894, 5.700457999999999"
GRENOBLE,38185,"Boulevard Edouard Rey / Avenue Félix Viallet",NC,20150319,DIRECTIONNEL,,161,1501,81,,30,"45.191450000018975, 5.722721000000001"
SAINT-MARTIN-DHERES,38421,"Frachon / Langevin",,20140410,DIRECTIONNEL,,162,66,82,,31,"45.1790651695503, 5.755469014915814"
GRENOBLE,38185,"Bd. Joseph Vallier / Cours Jean Jaurès",D1090/D1075,20180424,DIRECTIONNEL,,20,,83,"OPE 75",32,"45.180350000019004, 5.716482000000002"
SAINT-EGREVE,38382,"ILE BRUNE",,20141106,DIRECTIONNEL,,163,1,84,,33,"45.21502687972891, 5.683465184090709"
GRENOBLE,38185,"Cours Jean Jaures / Court Berriat",NC,20161106,DIRECTIONNEL,,164,1501,85,,34,"45.18803147880064, 5.719034017890692"
ECHIROLLES,38151,"Avenue Salvador Allende / Allée Jean Vilar","Avenue Salvador Allende",20180912,DIRECTIONNEL,Aucune.,"OPE 163-C12",C12,367,"OPE 163",35,"45.157430900019094, 5.728837859999998"
ECHIROLLES,38151,"Fournier / Honhoue / Caterpillar",,20140408,DIRECTIONNEL,,165,,86,,36,"45.15160132070412, 5.707845090478692"
ECHIROLLES,38151,"Auguste Ferrier",,,DIRECTIONNEL,,166,,87,,37,"45.14571935539169, 5.705923201318037"
LE-FONTANIL,38170,"Babieres / Didier / Industrie",,20161108,DIRECTIONNEL,,167,,88,,38,"45.24846725155861, 5.662463263958892"
VIF,38545,"Route Napoleon et Avenue Maurice Thorez				
",,20170322,DIRECTIONNEL,,168,,89,,39,"45.08253665809772, 5.765923791160433"
VIZILLE,38562,"Route de Vizille - Rue Frédérique Manhes			
",,20170322,DIRECTIONNEL,,169,,90,,40,"45.083487481897116, 5.743631713870491"
ECHIROLLES,38151,"8 mai 1945 / Grugliasco",,20140408,DIRECTIONNEL,,170,,91,,41,"45.15004122393192, 5.717928652306627"
ECHIROLLES,38151,"Avenue Victor Hugo / Avenue d'Honhoue",,20181204,DIRECTIONNEL,,21,,92,"OPE 110S",42,"45.1510366280306, 5.709487231772341"
ECHIROLLES,38151,"Fournier / Honhoue / Caterpillar",,20161106,DIRECTIONNEL,,171,,93,,43,"45.15160132070412, 5.707845090478692"
VIZILLE,38562,"Route de Vizille / Avenue de la Gare				
			
",,20170322,DIRECTIONNEL,,172,,94,,44,"45.0837623969592, 5.742853000566762"
VIZILLE,38562,"Route de Vizille - Arkema Jarrie			
			
",,20170322,DIRECTIONNEL,,173,,95,,45,"45.085118123700944, 5.739375455512327"
GRENOBLE,38185,"Bd. Jean Pain / Bd. Maréchal Lyautey",,20181016,DIRECTIONNEL,,22,1801,96,"OPE 99",46,"45.1853277922892, 5.732234051624813"
GRENOBLE,38185,"Bd. Maréchal Joffre / Av Général Champon			
			
",,20181016,DIRECTIONNEL,,23,1602,97,"OPE 99",47,"45.18374895923336, 5.731542007905259"
GRENOBLE,38185,"Bd. Gambetta / Rue Hoche				
",,20181016,DIRECTIONNEL,,26,1803,98,"OPE 99",48,"45.18487823994773, 5.725547352131788"
GRENOBLE,38185,"Bd. Gambetta / Rue Lesdigueres	
",,20181016,DIRECTIONNEL,,42,1804,99,"OPE 99",49,"45.18616824081161, 5.724673192745505"
GRENOBLE,38185,"Bd. Gambetta / Cours Berriat",,20181016,DIRECTIONNEL,,43,1805,100,"OPE 99",50,"45.18779193184863, 5.723607811532804"
GRENOBLE,38185,"Bd. Jean Pain / Rue du 19 Mars 1962",D1090,20190319,DIRECTIONNEL,,44,,101,"OPE 133",51,"45.18940800001898, 5.741948"
GRENOBLE,38185,"Boulevard Agutte Sembat / Rue Lesdiguières",D5,20150319,DIRECTIONNEL,,174,1504,102,,52,"45.187190000018994, 5.727518000000001"
GRENOBLE,38185,"Bd. Gambetta / Av Félix Viallet				
",,20181016,DIRECTIONNEL,,45,1806,103,"OPE 99",53,"45.19119343460288, 5.721233141976598"
GRENOBLE,38185,"Avenue Alsace Lorraine / Cours Jean Jaurès",,20181204,DIRECTIONNEL,,46,,104,"OPE 109S",54,"45.18949026071387, 5.7195131256913525"
SAINT-MARTIN-D'HERES,38421,"Avenue du Doyen Louis Weil / Avenue Gabriel Péri",D1087,20151208,DIRECTIONNEL,,175,1,105,,55,"45.18651900001898, 5.757853999999998"
GRENOBLE,38185,"Boulevard Edouard Rey / Place Victor Hugo",,20181204,DIRECTIONNEL,,47,,106,"OPE 109S",56,"45.18964284303008, 5.724737379732638"
GRENOBLE,38185,"Av des Maquis de l'Oisans / Av de la République",NC,20181206,DIRECTIONNEL,,48,,107,"OPE 111S",57,"45.14715617849776, 5.755090086728196"
GRENOBLE,38185,"Avenue Jean Jaurès / Avenue de Bresson",NC,20181206,DIRECTIONNEL,,49,,108,"OPE 111S",58,"45.14738854047326, 5.751334271262385"
GRENOBLE,38185,"Route de Grenoble / Rue Jean Macé",NC,20181206,DIRECTIONNEL,,50,,109,"OPE 111S",59,"45.14988471338773, 5.75017646460959"
GRENOBLE,38185,"Route de Grenoble / Rue Jean Macé",NC,20181206,DIRECTIONNEL,,51,,110,"OPE 111S",60,"45.152692776196886, 5.748698609522608"
ECHIROLLES,38151,"Hugo / Honhoue / Semard / Grugliasco",,20140408,DIRECTIONNEL,,176,,111,,61,"45.1510366280306, 5.709487231772341"
ECHIROLLES,38151,"Jean Jaurès/Grésivaudan/Honhoue",,20140408,DIRECTIONNEL,,177,,112,,62,"45.15191536814698, 5.706889051518972"
GRENOBLE,38185,"Bd. Jean Pain / Bd. Maréchal Lyautey",,20180424,DIRECTIONNEL,,53,1701,113,"OPE 68",63,"45.1853277922892, 5.732234051624813"
MEYLAN,38229,"Taillefer / Granier",,20121005,DIRECTIONNEL,,178,6,114,,64,"45.20979206713689, 5.78213162689278"
PONT-DE-CLAIX,38317,"120 toises / voie bus / contre allée / de gaulles",,20141209,DIRECTIONNEL,,38,1,115,,65,"45.13816203170775, 5.70220956013004"
PONT-DE-CLAIX,38317,"Paix / De Gaulle",,20161108,DIRECTIONNEL,,179,2,116,,66,"45.13760677925892, 5.705900985186834"
PONT-DE-CLAIX,38317,"De Gaulle / Fraternité",,20141209,DIRECTIONNEL,,180,3,117,,67,"45.13713768245933, 5.707190269673583"
PONT-DE-CLAIX,38317,"De Gaulle / contre-allée - D64",,20141209,DIRECTIONNEL,,181,5,118,,68,"45.13612767523041, 5.71190633661195"
SEYSSINS,38486,"De Gaulle / Liberté/ Vicat",,20140401,DIRECTIONNEL,,182,,119,,69,"45.15953035487764, 5.696071887402336"
ECHIROLLES,38151,"ALES / Grugliasco / Liberte / Kimberley",,20140408,DIRECTIONNEL,,183,,120,,70,"45.14760334918119, 5.725709869142575"
GRENOBLE,38185,"Bd. Maréchal Joffre / Av Général Champon				
			
",,20180424,DIRECTIONNEL,,54,1702,121,"OPE 68",71,"45.18374895923336, 5.731542007905259"
GRENOBLE,38185,"Bd. Gambetta / Rue Hoche				
",,20180424,DIRECTIONNEL,,55,1703,122,"OPE 68",72,"45.18487823994773, 5.725547352131788"
GRENOBLE,38185,"Bd. Gambetta / Rue Lesdigueres	
",,20180424,DIRECTIONNEL,,56,1704,123,"OPE 68",73,"45.18616824081161, 5.724673192745505"
GRENOBLE,38185,"Bd. Gambetta / Cours Berriat",,20180424,DIRECTIONNEL,,57,1705,124,"OPE 68",74,"45.18779193184863, 5.723607811532804"
GRENOBLE,38185,"Bd. Gambetta / Av Félix Viallet				
",,20180424,DIRECTIONNEL,,58,1706,125,"OPE 68",75,"45.19119343460288, 5.721233141976598"
VIF,38545,"RD1075 / Chemin Porte Coche",,20180619,DIRECTIONNEL,,59,,126,"OPE 82",76,"45.06661182710653, 5.672204863109472"
VIF,38545,"RD1075 / Rue Gustave Guerre",,20180619,DIRECTIONNEL,,60,,127,"OPE 82",77,"45.05602123823062, 5.66803982318475"
VIF,38545,"RD1075 / Rue de la République",,20180619,DIRECTIONNEL,,61,,128,"OPE 82",78,"45.055808628917546, 5.6694605262266915"
GRENOBLE,38185,"Bd. Maréchal Joffre / Av Général Champon				
			
",,20180201,DIRECTIONNEL,,62,1802,129,"OPE 56",79,"45.18374895923336, 5.731542007905259"
GRENOBLE,38185,"Bd. Gambetta / Rue Hoche				
",,20180201,DIRECTIONNEL,,63,1803,130,"OPE 56",80,"45.18487823994773, 5.725547352131788"
GRENOBLE,38185,"Bd. Gambetta / Rue Lesdigueres	
",,20180201,DIRECTIONNEL,,64,1804,131,"OPE 56",81,"45.18616824081161, 5.724673192745505"
GRENOBLE,38185,"Bd. Gambetta / Av Félix Viallet				
",,20180201,DIRECTIONNEL,,65,1806,132,"OPE 56",82,"45.19119343460288, 5.721233141976598"
GRENOBLE,38185,"Bd. Jean Pain / Rue Joseph Chanrion			
",,20180327,DIRECTIONNEL,,66,,133,"OPE 67",83,"45.18780483971682, 5.738182237536922"
GRENOBLE,38185,"Bd. Gambetta / Cours Berriat",,20180201,DIRECTIONNEL,,67,1805,134,"OPE 56",84,"45.18779193184863, 5.723607811532804"
GRENOBLE,38185,"Bd. Jean Pain / Bd. Maréchal Lyautey",,20161208,DIRECTIONNEL,,184,1801,135,,85,"45.1853277922892, 5.732234051624813"
GRENOBLE,38185,"Bd. Maréchal Joffre / Av Général Champon				
			
",,20161208,DIRECTIONNEL,,185,1602,136,,86,"45.18374895923336, 5.731542007905259"
GRENOBLE,38185,"Bd. Gambetta / Rue Hoche				
",,20161213,DIRECTIONNEL,,186,1603,137,,87,"45.18487823994773, 5.725547352131788"
GRENOBLE,38185,"Bd. Gambetta / Rue Lesdigueres	
",,20161208,DIRECTIONNEL,,187,1604,138,,88,"45.18616824081161, 5.724673192745505"
GRENOBLE,38185,"Bd. Gambetta / Cours Berriat",,20161208,DIRECTIONNEL,,188,1605,139,,89,"45.18779193184863, 5.723607811532804"
GRENOBLE,38185,"Bd. Gambetta / Av Félix Viallet				
",,20161208,DIRECTIONNEL,,189,1606,140,,90,"45.19119343460288, 5.721233141976598"
GRENOBLE,38185,"Rue Joseph Vallier / Rue Ampère
",NC,20180123,DIRECTIONNEL,,68,11,141,"OPE 54",91,"45.180150448932686, 5.705276766630844"
GRENOBLE,38185,"Rue Joseph Vallier / Rue Ampère
",NC,20180123,DIRECTIONNEL,,69,12,142,"OPE 54",92,"45.180780043102494, 5.705483885113807"
GRENOBLE,38185,"Rue Pierre Semard / Rue Félix Esclangon",NC,20180103,DIRECTIONNEL,,70,,143,"OPE 53",93,"45.19316702233453, 5.708845529443347"
GRENOBLE,38185,"Rue Félix Esclangon / Rue Diderot",NC,20180123,DIRECTIONNEL,,71,,144,"OPE 53",94,"45.19068108223241, 5.7047322901806"
GRENOBLE,38185,"Cours Berriat / Rue Diderot",NC,20180123,DIRECTIONNEL,,72,,145,"OPE 53",95,"45.18885646992462, 5.70586496870689"
GRENOBLE,38185,"Cours Berriat / Rue d'Alembert",NC,20180123,DIRECTIONNEL,,73,,146,"OPE 53",96,"45.188512066804954, 5.71104940403508"
GRENOBLE,38185,"Cours Berriat / Rue Abbé Grégoire",NC,20180123,DIRECTIONNEL,,74,,147,"OPE 53",97,"45.18841171103185, 5.712699878876721"
GRENOBLE,38185,"Cours Berriat / Rue Colonel Denfert Rochereau",NC,20180123,DIRECTIONNEL,,75,,148,"OPE 53",98,"45.188252051726046, 5.716217655842368"
GRENOBLE,38185,"Cours Jean Jaurès / Rue Condorcet",,20180123,DIRECTIONNEL,,76,,149,"OPE 53",99,"45.1858792180249, 5.718307231982544"
GRENOBLE,38185,"Rue Nicolas Chorier / Avenue de Vizille",,20180123,DIRECTIONNEL,,77,,150,"OPE 53",100,"45.18592027416591, 5.716456111069995"
GRENOBLE,38185,"Rue Nicolas Chorier / Rue Abbé Grégoire",,20180123,DIRECTIONNEL,,78,,151,"OPE 53",101,"45.18568305863611, 5.712187532156994"
GRENOBLE,38185,"Rue Nicolas Chorier / Rue d'Alembert",,20180123,DIRECTIONNEL,,79,,152,"OPE 53",102,"45.18518581381666, 5.710698868677584"
GRENOBLE,38185,"Rue Joseph Vallier / Rue Ampère
",NC,20180123,DIRECTIONNEL,,80,11,153,"OPE 54",103,"45.180150448932686, 5.705276766630844"
CLAIX,38111,"Libération / Pont Rouge",,20160906,DIRECTIONNEL,,190,,154,,104,"45.11745071198929, 5.69159325280105"
MEYLAN,38229,"Av de la Plaine Fleurie / Av du Verdun",,20171214,DIRECTIONNEL,,81,1,155,"OPE 52",105,"45.202897996907254, 5.7614080751952566"
MEYLAN,38229,"Pré d'Elle/Verdun/Accès centre commercial",,20120210,DIRECTIONNEL,,191,2,156,,106,"45.203519549294626, 5.762303788628154"
GRENOBLE,38185,"Pont de L'Ile Verte / Av.Marquis du Grésivaudan",,,DIRECTIONNEL,,82,1701,157,"OPE 52",107,"45.20113914068549, 5.7419803765638395"
GRENOBLE,38185,"Bd. De la Chantourne / Av du Grand Sablon",,,DIRECTIONNEL,,83,1702,158,"OPE 52",108,"45.1970253137827, 5.748543441689384"
GRENOBLE,38185,"Av. du Grand Sablon / Av. de Verdun",,,DIRECTIONNEL,,84,,159,"OPE 52",109,"45.192619269483, 5.7460062369637"
GRENOBLE,38185,"Bd. De la Chantourne / Passage Ricou",,,DIRECTIONNEL,,85,1705,160,"OPE 52",110,"45.19666955975752, 5.751701993304485"
MEYLAN,38229,"Plaine fleurie/verdun/alpes",,20121002,DIRECTIONNEL,,192,1,161,,111,"45.202897996907254, 5.7614080751952566"
GRENOBLE,38185,"Route Napoléon / Route des Angonnes",NC,20171212,DIRECTIONNEL,,86,,162,"OPE 49",112,"45.13543220853041, 5.771737245085413"
GRENOBLE,38185,"Route Napoléon / Chemin du Lavoir",NC,20171212,DIRECTIONNEL,,87,,163,"OPE 49",113,"45.136528010452174, 5.769944375832736"
GRENOBLE,38185,"Avenue Jean Jaurès / Avenue de Bresson",NC,20171212,DIRECTIONNEL,,88,,164,"OPE 49",114,"45.148264999522304, 5.751023594488711"
SAINT-MARTIN-DHERES,38421,"Wallon / Grappe / Parking",,20140410,DIRECTIONNEL,,193,49,165,,115,"45.17283544556503, 5.758629327840921"
SAINT-MARTIN-DHERES,38421,"Parking / Wallon / Potie / 8 mai 1945",,20140410,DIRECTIONNEL,,194,50,166,,116,"45.17184998986427, 5.7573671861854745"
SAINT-MARTIN-DHERES,38421,"Commune de Paris/Croizat/Jaures/Liberte",,20140410,DIRECTIONNEL,,195,51,167,,117,"45.180565419126836, 5.766487177502259"
SAINT-MARTIN-DHERES,38421,"Carmagnole Liberté / Massenet",,20140410,DIRECTIONNEL,,196,52,168,,118,"45.17899654897377, 5.761682896362166"
SAINT-MARTIN-DHERES,38421,"Prevert / Beal",,20140410,DIRECTIONNEL,,197,55,169,,119,"45.161694718466634, 5.762336151234707"
"LA TRONCHE",38516,"A41 / Avenue de Verdun",,20181016,DIRECTIONNEL,,120,,170,"OPE 103",120,"45.20071894519305, 5.758728510751785"
"LA TRONCHE",38516,"Avenue de l'Obiou / Boulevard de la Chantourne",,20181016,DIRECTIONNEL,,121,,171,"OPE 103",121,"45.197476029353545, 5.753038284137263"
"LA TRONCHE",38516,"Avenue de l'Obiou / Boulevard de la Chantourne",,20181016,DIRECTIONNEL,,122,,172,"OPE 103",122,"45.19978142305165, 5.750090391694196"
ECHIROLLES,38151,"Cours Jean Jaurès / Avenue d'Honhoue",,20181204,DIRECTIONNEL,,93,,173,"OPE 110S",123,"45.15191536814698, 5.706889051518972"
SAINT-MARTIN-DHERES,38421,"Jacques Prevert / Romain Rolland",,20140410,DIRECTIONNEL,,198,60,174,,124,"45.16555580812122, 5.7659190049663"
SAINT-MARTIN-DHERES,38421,"Commune de Paris / Rousseau / Mistral",,20140412,DIRECTIONNEL,,199,,175,,125,"45.183398584601875, 5.768212574211147"
"LA TRONCHE",38516,"Av Maquis du Grésivaudan / Rue du Pont Prouiller",,20181016,DIRECTIONNEL,,123,,176,"OPE 103",126,"45.20543085059349, 5.748405232385842"
"LA TRONCHE",38516,"Grande Rue / Route de Chartreuse",,20181016,DIRECTIONNEL,,124,,177,"OPE 103",127,"45.20568637153677, 5.7392403945511665"
"LA TRONCHE",38516,"Grande Rue / Route de Chartreuse",,20181016,DIRECTIONNEL,,125,,178,"OPE 103",128,"45.20088263294739, 5.733632264385197"
PONT-DE-CLAIX,38317,"Paix / De Gaulle",,20141209,DIRECTIONNEL,,200,2,179,,129,"45.13760677925892, 5.705900985186834"
GIERES,38179,"Rue de l'Isère/ Rue de la plaine",,20161108,DIRECTIONNEL,,201,,180,,130,"45.18592935653286, 5.789929222189143"
GRENOBLE,38185,"Parking Carrefour","Parking Carrefour",20191012,DIRECTIONNEL,Aucune.,"OPE 163-C13",C13,368,"OPE 163",131,"45.15874899001909, 5.728621660000002"
GIERES,38179,"Rue du Moiron / Rue des Viaires",,20161108,DIRECTIONNEL,,202,,181,,132,"45.18553403628058, 5.7989624974037115"
GIERES,38179,"Rue du Moiron / Rue des Viaires",,20161108,DIRECTIONNEL,,203,,182,,133,"45.1876510582818, 5.807405345687713"
GIERES,38179,"Rue du Moiron / Rue des Viaires",,20161108,DIRECTIONNEL,,204,,183,,134,"45.25278797503831, 5.65832010522024"
FONTAINE,38169,"AMBROISE CROIZAT / ARISTIDE BRIAND",,20190521,DIRECTIONNEL,,126,4,184,"OPE 141",135,"45.191944443234775, 5.6863063141441454"
FONTAINE,38169,"ARISTIDE BRIAND / LIBERTE",,20190521,DIRECTIONNEL,,127,6,185,"OPE 141",136,"45.19071798106905, 5.689273975348844"
FONTAINE,38169,"JEAN JAURES / LIBERTE",,20190521,DIRECTIONNEL,,128,7,186,"OPE 141",137,"45.1911245429835, 5.697219269145226"
FONTAINE,38169,"JEAN JAURES / VERCORS",,20190521,DIRECTIONNEL,,129,7,187,"OPE 141",138,"45.19239581341869, 5.6972297765000075"
LE-FONTANIL,38170,"Babieres / Didier",,20161108,DIRECTIONNEL,,205,,188,,139,"45.248659575435596, 5.6610564133615275"
GRENOBLE,38185,"Bd. Jean Pain / Bd. Maréchal Lyautey",,20170601,DIRECTIONNEL,,206,1801,189,,140,"45.1853277922892, 5.732234051624813"
GRENOBLE,38185,"Bd. Maréchal Joffre / Av Général Champon				
			
",,20170601,DIRECTIONNEL,,207,1702,190,,141,"45.18374895923336, 5.731542007905259"
VIZILLE,38562,"Route de Vizille - Route de l'électro		
			
",,20170322,DIRECTIONNEL,,208,,191,,142,"45.08849975799598, 5.731118968994258"
FONTAINE,38169,"JOLIOT CURIE / VERCORS",,20190521,DIRECTIONNEL,,130,7,192,"OPE 141",143,"45.19239174964519, 5.694860131094274"
GRENOBLE,38185,"Bd. Gambetta / Rue Hoche				
",,20170601,DIRECTIONNEL,,209,1703,193,,144,"45.18487823994773, 5.725547352131788"
GRENOBLE,38185,"Avenue de l'Europe / Rue Maurice Dodero","Avenue de l'Europe",20191012,DIRECTIONNEL,Aucune.,"OPE 163-C2",C2,369,"OPE 163",145,"45.15932551001907, 5.731064139999999"
GRENOBLE,38185,"Bd. Gambetta / Rue Lesdigueres	
",,20170601,DIRECTIONNEL,,210,1704,194,,146,"45.18616824081161, 5.724673192745505"
GRENOBLE,38185,"Bd. Gambetta / Cours Berriat",,20170601,DIRECTIONNEL,,211,1705,195,,147,"45.18779193184863, 5.723607811532804"
GRENOBLE,38185,"Bd. Gambetta / Av Félix Viallet				
",,20170601,DIRECTIONNEL,,212,1706,196,,148,"45.19119343460288, 5.721233141976598"
GRENOBLE,38185,"Rue Ampère / Rue Marx Dormoy				
",NC,20170119,DIRECTIONNEL,,213,1501,197,,149,"45.18762574988903, 5.705896217786793"
GRENOBLE,38185,"Place Victor Hugo / Boulevard Agutte Sembat",NC,20150319,DIRECTIONNEL,,214,1502,198,,150,"45.18888300001898, 5.72559"
GRENOBLE,38185,"Avenue Alsace Lorraine / Boulevard Gambetta",,20181204,DIRECTIONNEL,,215,,199,,151,"45.18899270843579, 5.722741809060291"
GRENOBLE,38185,"Ampère/ Lastella / Boucher de Perthes	
",NC,20170119,DIRECTIONNEL,,216,1501,200,,152,"45.18429287022321, 5.705639217673976"
GRENOBLE,38185,"Cours Berriat / Rue Pierre Sémard",NC,20181204,DIRECTIONNEL,,102,,201,"OPE 109S",153,"45.18834328457624, 5.714835790280619"
VIF,38545,"RD1075 / Rue Louise Molière",,20180619,DIRECTIONNEL,,104,,202,"OPE 82",154,"45.05589778759412, 5.668764737647189"
GRENOBLE,38185,"Bd. Gambetta / Cours Berriat",,20180227,DIRECTIONNEL,,105,,203,"OPE 62",155,"45.18779193184863, 5.723607811532804"
VIF,38545,"Av de Rivalta Di Torino / Rue du Portail Rouge",,20180619,DIRECTIONNEL,,106,,204,"OPE 82",156,"45.05386767726983, 5.674677321505671"
VIF,38545,"Av de Rivalta Di Torino / Rue du Portail Rouge",,20180619,DIRECTIONNEL,,107,,205,"OPE 82",157,"45.05271999112123, 5.677175687856139"
GRENOBLE,38185,"Avenue Léon Blum / Avenue Paul Verlaine",,20180626,DIRECTIONNEL,,108,,206,"OPE 80",158,"45.16197471302649, 5.715789392484266"
SAINT-EGRÈVE,38382,"Avenue de San Marino / Route de Lyon","Avenue de San Marino",20191121,DIRECTIONNEL,Aucune.,"OPE 188-C1",C1,372,"OPE 188",159,"45.24264799001887, 5.67032674"
GRENOBLE,38185,"Avenue Albert Reynier / Avenue Rhin et Danube",,20180626,DIRECTIONNEL,,109,,207,"OPE 81",160,"45.16761520432767, 5.704656728562447"
GRENOBLE,38185,"Avenue Albert Reynier / Avenue Rhin et Danube",,20180626,DIRECTIONNEL,,110,,208,"OPE 81",161,"45.16761520432767, 5.704656728562447"
GRENOBLE,38185,"Bd. Joseph Vallier / Cours Jean Jaurès",D1090/D1075,20141106,DIRECTIONNEL,,218,1514,209,,162,"45.180350000019004, 5.716482000000002"
GRENOBLE,38185,"Bd. Joseph Vallier / Cours Jean Jaurès",D1090/D1075,20180424,DIRECTIONNEL,,111,,210,"OPE 75",163,"45.180350000019004, 5.716482000000002"
SAINT-EGREVE,38382,"Rue du Lac / Rue des Bonnais",,20180424,DIRECTIONNEL,,112,1,211,"OPE 73",164,"45.23416439361479, 5.671575145578712"
GRENOBLE,38185,"Bd. Jean Pain / Bd. Maréchal Lyautey",,20180201,DIRECTIONNEL,,113,1801,212,"OPE 56",165,"45.1853277922892, 5.732234051624813"
GRENOBLE,38185,"Bd. Maréchal Foch / Bd. Gambetta",D1090,20141106,DIRECTIONNEL,,219,1513,213,,166,"45.18203500001901, 5.727496"
GRENOBLE,38185,"Bd. Marechal Leclerc / Rue du 19 Mars 1962",D1090,20190319,DIRECTIONNEL,,114,,214,"OPE 133",167,"45.19123743585056, 5.738427733538097"
