type,geo_point_2d,city,name,visible,epci
clusters,"45.19957,5.66989",Sassenage,Les Pies,1.0,LaMetro
clusters,"45.13788,5.7033",Le Pont-de-Claix,L'Etoile,1.0,LaMetro
clusters,"44.97015,5.60875",Miribel-Lanchâtre,Le Vernay,1.0,LaMetro
clusters,"45.22629,5.72548",Saint-Martin-le-Vinoux,Levetière,1.0,LaMetro
clusters,"45.21501,5.70418",Saint-Martin-le-Vinoux,L'Hermitage,1.0,LaMetro
clusters,"45.16976,5.71287",Grenoble,Louise Michel,1.0,LaMetro
clusters,"45.16999,5.73712",Grenoble,Louis Jouvet,1.0,LaMetro
clusters,"45.06872,5.76836",Vizille,Vizille Lycée,1.0,LaMetro
clusters,"45.21416,5.7791",Meylan,Lycée du Grésivaudan - Bachais,1.0,LaMetro
clusters,"45.2134,5.78085",Meylan,Lycée du Grésivaudan,1.0,LaMetro
clusters,"45.17304,5.71057",Grenoble,Lys Rouge,1.0,LaMetro
clusters,"45.18515,5.74324",Grenoble,Madeleine,1.0,LaMetro
clusters,"45.17347,5.73206",Grenoble,MC2: Maison de la Culture,1.0,LaMetro
clusters,"45.17354,5.71805",Grenoble,Marché d'Intérêt National,1.0,LaMetro
clusters,"45.21118,5.75092",Corenc,Mairie-Condamine,1.0,LaMetro
clusters,"45.20826,5.70685",Saint-Martin-le-Vinoux,Saint-Martin-le-Vinoux Hôtel de Ville,1.0,LaMetro
clusters,"45.15975,5.72325",Grenoble,Maison des Anciens,1.0,LaMetro
clusters,"45.16491,5.74252",Eybens,Maisons Neuves,1.0,LaMetro
clusters,"45.11181,5.80512",Vaulnaveys-le-Bas,Maison Blanche,1.0,LaMetro
clusters,"45.18412,5.75414",Saint-Martin-d'Hères,Maison Communale,1.0,LaMetro
clusters,"45.18912,5.69409",Fontaine,Louis Maisonnat,1.0,LaMetro
clusters,"45.21122,5.78722",Meylan,Malacher,1.0,LaMetro
clusters,"45.20773,5.68048",Sassenage,Maladière,1.0,LaMetro
clusters,"45.16928,5.73229",Grenoble,Malherbe,1.0,LaMetro
clusters,"45.13254,5.66688",Claix,Malhivert,1.0,LaMetro
clusters,"45.08396,5.7047",Varces-Allières-et-Risset,Malissolles,1.0,LaMetro
clusters,"45.18033,5.73507",Grenoble,Mallifaud,1.0,LaMetro
clusters,"45.19915,5.68284",Fontaine,Marat,1.0,LaMetro
clusters,"45.18245,5.72217",Grenoble,Marceau - Jardin des Vallons,1.0,LaMetro
clusters,"45.12553,5.69795",Le Pont-de-Claix,Marcelline,1.0,LaMetro
clusters,"45.11483,5.80766",Vaulnaveys-le-Haut,Marchandises,1.0,LaMetro
clusters,"45.16486,5.68915",Seyssins,Marc Sangnier,1.0,LaMetro
clusters,"45.2081,5.69661",Grenoble,Martyrs - Résistance,1.0,LaMetro
clusters,"45.13495,5.69291",Le Pont-de-Claix,Marianne,1.0,LaMetro
clusters,"45.14523,5.71704",Échirolles,Marie Curie,1.0,LaMetro
clusters,"45.14162,5.74135",Bresson,La Maritelle,1.0,LaMetro
clusters,"45.27636,5.61105",Veurey-Voroize,Les Marronniers,1.0,LaMetro
clusters,"45.16727,5.69424",Seyssins,Mas des Iles,1.0,LaMetro
clusters,"45.06078,5.68819",Vif,Mas Garni,1.0,LaMetro
clusters,"45.05194,5.67464",Vif,Le Masségu,1.0,LaMetro
clusters,"45.16771,5.72108",Grenoble,Massenet,1.0,LaMetro
clusters,"45.10558,5.74645",Jarrie,Maupertuis,1.0,LaMetro
clusters,"45.21285,5.79719",Meylan,Maupertuis,1.0,LaMetro
clusters,"45.18491,5.77895",Gières,Mayencin - Champ Roman,1.0,LaMetro
clusters,"45.07973,5.66297",Saint-Paul-de-Varces,Le Meinget,1.0,LaMetro
clusters,"45.12164,5.78504",Brié-et-Angonnes,Les Métraux,1.0,LaMetro
clusters,"45.20928,5.7785",Meylan,Meylan Mairie,1.0,LaMetro
clusters,"45.20028,5.74533",La Tronche,Michallon,1.0,LaMetro
clusters,"44.97466,5.621",Miribel-Lanchâtre,Miribel,1.0,LaMetro
clusters,"45.22364,5.7678",Corenc,Rochasson,1.0,LaMetro
clusters,"45.21361,5.65249",Sassenage,Mollard Pichon,1.0,LaMetro
clusters,"45.26467,5.7742",Le Sappey-en-Chartreuse,Les Jonquilles,1.0,LaMetro
clusters,"45.15354,5.71188",Échirolles,Monmousseau,1.0,LaMetro
clusters,"45.09498,5.76482",Montchaboud,Montchaboud Le Village,1.0,LaMetro
clusters,"45.21204,5.75709",Corenc,Montfleury,1.0,LaMetro
clusters,"45.22998,5.78981",Meylan,Montlivet,1.0,LaMetro
clusters,"45.25575,5.74284",Quaix-en-Chartreuse,Mont-Quaix,1.0,LaMetro
clusters,"45.217,5.7536",Corenc,Monument,1.0,LaMetro
clusters,"45.25405,5.69438",Proveysieux,Moretière,1.0,LaMetro
clusters,"45.19635,5.82887",Domène,Les Mortes,1.0,LaMetro
clusters,"45.12579,5.68096",Claix,Moucherotte,1.0,LaMetro
clusters,"45.01516,5.7045",Notre-Dame-de-Commiers,Le Moulin,1.0,LaMetro
clusters,"45.179,5.73179",Grenoble,Mounier,1.0,LaMetro
clusters,"45.22838,5.68422",Saint-Égrève,Moutonnées,1.0,LaMetro
clusters,"45.22618,5.68616",Saint-Égrève,Muret,1.0,LaMetro
clusters,"45.21549,5.77954",Meylan,Les Mûriers,1.0,LaMetro
clusters,"45.19497,5.72614",Grenoble,Musée Dauphinois,1.0,LaMetro
clusters,"45.14878,5.70172",Échirolles,Musée Géo Charles,1.0,LaMetro
clusters,"45.20564,5.74888",La Tronche,Musée Hébert,1.0,LaMetro
clusters,"45.19046,5.73663",Grenoble,Mutualité,1.0,LaMetro
clusters,"45.27232,5.67853",Mont-Saint-Martin,Chemin de Namière,1.0,LaMetro
clusters,"45.21398,5.71026",Saint-Martin-le-Vinoux,Narbonne,1.0,LaMetro
clusters,"45.15627,5.70842",Échirolles,Navis,1.0,LaMetro
clusters,"45.00967,5.70015",Notre-Dame-de-Commiers,Notre-Dame-de-Commiers Le Village,1.0,LaMetro
clusters,"45.21782,5.69334",Saint-Martin-le-Vinoux,Néron,1.0,LaMetro
clusters,"45.18669,5.75716",Saint-Martin-d'Hères,Neyrpic - Belledonne,1.0,LaMetro
clusters,"45.11993,5.69255",Claix,Pompidou,1.0,LaMetro
clusters,"45.17597,5.7372",Grenoble,Ponsard,1.0,LaMetro
clusters,"45.08736,5.69011",Varces-Allières-et-Risset,Notre-Dame de Lachal,1.0,LaMetro
clusters,"45.20915,5.79489",Meylan,Norbert Ségard,1.0,LaMetro
clusters,"45.19358,5.73214",Grenoble,Notre-Dame - Musée,1.0,LaMetro
clusters,"45.24292,5.63217",Noyarey,Bascule,1.0,LaMetro
clusters,"45.23891,5.63425",Noyarey,Saint-Jean,1.0,LaMetro
clusters,"45.15273,5.74876",Eybens,Odyssée,1.0,LaMetro
clusters,"45.21506,5.76867",Corenc,Les Oiseaux,1.0,LaMetro
clusters,"45.19819,5.83412",Domène,L'Oratoire,1.0,LaMetro
clusters,"45.08937,5.68355",Varces-Allières-et-Risset,L'Oriel,1.0,LaMetro
clusters,"45.20967,5.66695",Sassenage,L'Ovalie,1.0,LaMetro
clusters,"45.17395,5.76074",Saint-Martin-d'Hères,Pablo Neruda,1.0,LaMetro
clusters,"45.14464,5.69816",Échirolles,Collège Pablo Picasso,1.0,LaMetro
clusters,"45.21369,5.75287",Corenc,Charles Pajon,1.0,LaMetro
clusters,"45.27308,5.7657",Sarcenas,Col de Palaquit,1.0,LaMetro
clusters,"45.19164,5.71086",Grenoble,Palais de Justice - Gare,1.0,LaMetro
clusters,"45.11536,5.66589",Claix,Les Pampres,1.0,LaMetro
clusters,"45.21658,5.652",Sassenage,Les Parcs,1.0,LaMetro
clusters,"45.17478,5.65879",Seyssinet-Pariset,Pariset,1.0,LaMetro
clusters,"45.1995,5.75527",La Tronche,Pascal,1.0,LaMetro
clusters,"45.17226,5.74478",Grenoble,Paul Cocat,1.0,LaMetro
clusters,"45.16512,5.74887",Saint-Martin-d'Hères,Paul Eluard,1.0,LaMetro
clusters,"45.01148,5.70161",Notre-Dame-de-Commiers,Les Pauttats,1.0,LaMetro
clusters,"45.1084,5.67425",Varces-Allières-et-Risset,Pavillon,1.0,LaMetro
clusters,"45.17336,5.73851",Grenoble,Paul Claudel,1.0,LaMetro
clusters,"45.0577,5.77102",Vizille,Le Péage,1.0,LaMetro
clusters,"45.07057,5.67506",Varces-Allières-et-Risset,Pélissière,1.0,LaMetro
clusters,"45.15084,5.71482",Échirolles,Fernand Pelloutier,1.0,LaMetro
clusters,"45.17016,5.68682",Seyssinet-Pariset,Percevalière,1.0,LaMetro
clusters,"45.18771,5.75142",Saint-Martin-d'Hères,Péri - Brossolette,1.0,LaMetro
clusters,"45.26209,5.6247",Veurey-Voroize,Perrières,1.0,LaMetro
clusters,"45.12456,5.67937",Claix,Les Pérouses,1.0,LaMetro
clusters,"45.18935,5.81079",Gières,La Perrière,1.0,LaMetro
clusters,"45.06225,5.69018",Vif,Le Petit Brion,1.0,LaMetro
clusters,"45.04571,5.70237",Saint-Georges-de-Commiers,Les Peupliers,1.0,LaMetro
clusters,"45.16287,5.6853",Seyssins,Parc François Mitterrand,1.0,LaMetro
clusters,"45.14728,5.71347",Échirolles,Paul Héroult,1.0,LaMetro
clusters,"45.18388,5.79852",Gières,Pied de Gières,1.0,LaMetro
clusters,"45.17956,5.76397",Saint-Martin-d'Hères,Pierre Courtade,1.0,LaMetro
clusters,"45.16664,5.74646",Saint-Martin-d'Hères,Pierre Loti,1.0,LaMetro
clusters,"45.18128,5.75712",Saint-Martin-d'Hères,Pierre Sémard,1.0,LaMetro
clusters,"45.23565,5.67549",Saint-Égrève,La Pinéa - St Robert,1.0,LaMetro
clusters,"45.20888,5.77538",Meylan,Piscine des Buclos,1.0,LaMetro
clusters,"45.11379,5.72863",Champagnier,Place du Laca,1.0,LaMetro
clusters,"45.195,5.72917",Grenoble,Place Cymaise,1.0,LaMetro
clusters,"45.25319,5.71732",Quaix-en-Chartreuse,Quaix-en-Chartreuse Place,1.0,LaMetro
clusters,"45.25948,5.77706",Le Sappey-en-Chartreuse,Le Sappey-en-Chartreuse Place,1.0,LaMetro
clusters,"45.15583,5.68083",Seyssins,Seyssins Village,1.0,LaMetro
clusters,"45.19588,5.69065",Fontaine,Place du Marché Cachin,1.0,LaMetro
clusters,"45.06686,5.69213",Vif,La Plaine,1.0,LaMetro
clusters,"45.18805,5.78421",Gières,Plaine des Sports,1.0,LaMetro
clusters,"45.20276,5.76139",Meylan,Plaine Fleurie,1.0,LaMetro
clusters,"45.20876,5.76321",Meylan,Place de la Louisiane,1.0,LaMetro
clusters,"45.27869,5.71357",Proveysieux,Planfay Bas,1.0,LaMetro
clusters,"45.27874,5.71787",Proveysieux,Planfay Haut,1.0,LaMetro
clusters,"45.08933,5.6777",Varces-Allières-et-Risset,Les Platanes,1.0,LaMetro
clusters,"45.16115,5.73994",Grenoble,Les Géants,1.0,LaMetro
clusters,"45.20682,5.66281",Sassenage,Place de la Libération,1.0,LaMetro
clusters,"45.18209,5.79257",Gières,Place de la République,1.0,LaMetro
clusters,"45.15715,5.73384",Grenoble,Polesud - Alpexpo,1.0,LaMetro
clusters,"45.1486,5.72251",Échirolles,Antoine Polotti,1.0,LaMetro
clusters,"45.28045,5.70961",Proveysieux,Pomarey Bas,1.0,LaMetro
clusters,"45.28232,5.71079",Proveysieux,Pomarey,1.0,LaMetro
clusters,"45.08765,5.67206",Varces-Allières-et-Risset,La Pommeraie,1.0,LaMetro
clusters,"45.0875,5.73031",Champ-sur-Drac,Pont de Champ,1.0,LaMetro
clusters,"45.17823,5.79043",Gières,Pont de Venon,1.0,LaMetro
clusters,"45.02852,5.65171",Vif,Le Pont de Genevrey,1.0,LaMetro
clusters,"45.08679,5.78887",Vizille,Le Pont du Mas,1.0,LaMetro
clusters,"45.1814,5.76347",Saint-Martin-d'Hères,Portail Rouge,1.0,LaMetro
clusters,"45.18253,5.77665",Saint-Martin-d'Hères,Porte du Grésivaudan,1.0,LaMetro
clusters,"45.1211,5.67214",Claix,Poste,1.0,LaMetro
clusters,"45.17088,5.75859",Saint-Martin-d'Hères,Potié,1.0,LaMetro
clusters,"45.07444,5.66002",Saint-Paul-de-Varces,Le Poulat,1.0,LaMetro
clusters,"45.22925,5.6497",Sassenage,Praparis Usine,1.0,LaMetro
clusters,"45.23226,5.64503",Noyarey,Praparis - Les Roses,1.0,LaMetro
clusters,"45.14405,5.7401",Eybens,Pré au Crêt,1.0,LaMetro
clusters,"45.02466,5.70658",Saint-Georges-de-Commiers,Pré du Bil,1.0,LaMetro
clusters,"45.23002,5.78733",Meylan,Pré Catlan,1.0,LaMetro
clusters,"45.22359,5.68827",Saint-Égrève,Fiancey - Prédieu,1.0,LaMetro
clusters,"45.20183,5.66763",Sassenage,Pré Fleury,1.0,LaMetro
clusters,"45.01693,5.6133",Le Gua,Prélenfrey Eglise,1.0,LaMetro
clusters,"45.15752,5.76412",Poisat,Cimetière Intercommunal,1.0,LaMetro
clusters,"45.15141,5.68039",Seyssins,Pré Nouvel,1.0,LaMetro
clusters,"45.10964,5.6884",Varces-Allières-et-Risset,Pré de l'Orme,1.0,LaMetro
clusters,"45.20613,5.6994",Grenoble,Oxford,1.0,LaMetro
clusters,"45.20489,5.83576",Domène,Le Prieuré,1.0,LaMetro
clusters,"45.16639,5.69055",Seyssins,Le Prisme,1.0,LaMetro
clusters,"45.18714,5.76958",Saint-Martin-d'Hères,Les Alpilles,1.0,LaMetro
clusters,"45.22111,5.76456",Corenc,Providence,1.0,LaMetro
clusters,"45.27608,5.61213",Veurey-Voroize,Petit Châtelard,1.0,LaMetro
clusters,"45.12288,5.6977",Le Pont-de-Claix,Pont-de-Claix Mairie,1.0,LaMetro
clusters,"45.11832,5.69254",Claix,Pont Rouge,1.0,LaMetro
clusters,"45.20195,5.73416",La Tronche,Petite Tronche,1.0,LaMetro
clusters,"45.23009,5.6823",Saint-Égrève,Pont de Vence,1.0,LaMetro
clusters,"45.19242,5.69961",Fontaine,Pont du Vercors,1.0,LaMetro
clusters,"45.17206,5.81643",Venon,Les Puis,1.0,LaMetro
clusters,"45.15149,5.70664",Échirolles,Quinzaine,1.0,LaMetro
clusters,"45.19505,5.72342",Grenoble,Le Rabot,1.0,LaMetro
clusters,"45.24868,5.66688",Fontanil-Cornillon,Rafour,1.0,LaMetro
clusters,"45.14948,5.71818",Échirolles,La Rampe - Centre-Ville,1.0,LaMetro
clusters,"45.15968,5.73822",Grenoble,Raymond Chanas,1.0,LaMetro
clusters,"45.2045,5.84416",Domène,René Cassin,1.0,LaMetro
clusters,"45.1209,5.78154",Brié-et-Angonnes,Le Replat,1.0,LaMetro
clusters,"45.20945,5.71644",Saint-Martin-le-Vinoux,Le Reposoir,1.0,LaMetro
clusters,"45.20733,5.76796",Meylan,La Revirée,1.0,LaMetro
clusters,"45.21205,5.76638",Meylan,Revirée - Sayettes,1.0,LaMetro
clusters,"45.17497,5.70522",Grenoble,Rosa Parks,1.0,LaMetro
clusters,"45.25164,5.69488",Proveysieux,Garcinière,1.0,LaMetro
clusters,"45.22682,5.72078",Saint-Martin-le-Vinoux,Ripaillère,1.0,LaMetro
clusters,"45.10724,5.67309",Varces-Allières-et-Risset,Risset,1.0,LaMetro
clusters,"45.19482,5.82455",Murianette,Les Rivets,1.0,LaMetro
clusters,"45.21493,5.65169",Sassenage,Rivoire de la Dame,1.0,LaMetro
clusters,"45.15985,5.75718",Poisat,Robespierre,1.0,LaMetro
clusters,"45.10164,5.68534",Varces-Allières-et-Risset,Le Rochefort,1.0,LaMetro
clusters,"45.1783,5.76236",Saint-Martin-d'Hères,Rocheplane,1.0,LaMetro
clusters,"45.24459,5.67517",Saint-Égrève,Rochepleine,1.0,LaMetro
clusters,"45.2432,5.67907",Saint-Égrève,Rocher d'Escalade,1.0,LaMetro
clusters,"45.21501,5.66112",Sassenage,La Rollandière,1.0,LaMetro
clusters,"45.08662,5.73067",Champ-sur-Drac,Espace Navarre,1.0,LaMetro
clusters,"45.16072,5.70965",Grenoble,Marielle Franco - Rondeau,1.0,LaMetro
clusters,"45.09312,5.68375",Varces-Allières-et-Risset,Rond-Point de l'Europe,1.0,LaMetro
clusters,"45.12083,5.67593",Claix,La Ronzy,1.0,LaMetro
clusters,"45.17901,5.78101",Gières,Roseraie,1.0,LaMetro
clusters,"45.11791,5.66739",Claix,Les Roses,1.0,LaMetro
clusters,"45.01657,5.64083",Le Gua,Les Rossets,1.0,LaMetro
clusters,"45.24812,5.73164",Quaix-en-Chartreuse,Roudier,1.0,LaMetro
clusters,"45.25488,5.7048",Quaix-en-Chartreuse,Route de Saint-Egrève,1.0,LaMetro
clusters,"45.08706,5.70241",Varces-Allières-et-Risset,Rozatière,1.0,LaMetro
clusters,"45.19799,5.68087",Fontaine,Rue des Alpes,1.0,LaMetro
clusters,"45.19235,5.69252",Fontaine,Curie - Vercors,,LaMetro
clusters,"45.19421,5.69473",Fontaine,Rue Pasteur,1.0,LaMetro
clusters,"45.14932,5.74122",Eybens,Les Ruires-Boétie,1.0,LaMetro
clusters,"45.25007,5.63156",Noyarey,Le Ruisset,1.0,LaMetro
clusters,"45.19647,5.75206",La Tronche,Sablons,1.0,LaMetro
clusters,"45.07081,5.69538",Vif,Rue de la Sacristie,1.0,LaMetro
clusters,"45.02463,5.6458",Le Gua,Les Saillants,1.0,LaMetro
clusters,"45.24926,5.76534",Le Sappey-en-Chartreuse,Saint-Eynard,1.0,LaMetro
clusters,"45.11203,5.68452",Claix,Saint-Michel,1.0,LaMetro
clusters,"45.02819,5.70607",Saint-Georges-de-Commiers,Saint-Pierre Eglise,1.0,LaMetro
clusters,"45.17566,5.70887",Grenoble,Salengro,1.0,LaMetro
clusters,"45.08261,5.73371",Champ-sur-Drac,Zola - Mairie,1.0,LaMetro
clusters,"45.2734,5.75861",Sarcenas,Sarcenas Le Village,1.0,LaMetro
clusters,"45.27669,5.75747",Sarcenas,Pont du Croz,1.0,LaMetro
clusters,"45.16188,5.74176",Eybens,Les Saules,1.0,LaMetro
clusters,"45.19239,5.69687",Fontaine,Saveuil,1.0,LaMetro
clusters,"45.27833,5.70833",Proveysieux,Savoyardière,1.0,LaMetro
clusters,"45.18032,5.69707",Seyssinet-Pariset,Seyssinet-Pariset Hôtel de Ville,1.0,LaMetro
clusters,"45.16035,5.69373",Seyssins,Seyssins Rondeau,1.0,LaMetro
clusters,"45.15628,5.68128",Seyssinet-Pariset,Seyssins Village,1.0,LaMetro
clusters,"45.15628,5.68128",Seyssins,Seyssins Village,,LaMetro
clusters,"45.11612,5.75778",Jarrie,Les Simianes,1.0,LaMetro
clusters,"45.16512,5.76552",Saint-Martin-d'Hères,Saint-Martin-d'Hères Village,1.0,LaMetro
clusters,"45.20387,5.71634",Saint-Martin-le-Vinoux,Place du Village,1.0,LaMetro
clusters,"45.17052,5.68074",Seyssinet-Pariset,Seyssinet Village,1.0,LaMetro
clusters,"45.18161,5.78271",Gières,Le Sonnant,1.0,LaMetro
clusters,"45.25036,5.73532",Quaix-en-Chartreuse,Sous La Frette,1.0,LaMetro
clusters,"45.1703,5.81077",Venon,Sous-Perroud,1.0,LaMetro
clusters,"45.13061,5.77825",Brié-et-Angonnes,Souveyron,1.0,LaMetro
clusters,"45.12799,5.78511",Brié-et-Angonnes,Le Coin,1.0,LaMetro
clusters,"45.07167,5.6426",Saint-Paul-de-Varces,Saint-Paul-de-Varces Place,1.0,LaMetro
clusters,"45.1435,5.72943",Échirolles,Stade,1.0,LaMetro
clusters,"45.07559,5.72718",Champ-sur-Drac,Stade Perrouault,1.0,LaMetro
clusters,"45.16429,5.71097",Grenoble,Stade Lesdiguières,1.0,LaMetro
clusters,"45.17172,5.72435",Grenoble,Stalingrad-Alliés,1.0,LaMetro
clusters,"45.17827,5.74591",Grenoble,Saint-Augustin,1.0,LaMetro
clusters,"44.99986,5.62946",Le Gua,Saint-Barthélémy,1.0,LaMetro
clusters,"45.18592,5.71403",Grenoble,Chorier - Saint-Bruno,1.0,LaMetro
clusters,"45.18833,5.71351",Grenoble,Saint-Bruno,1.0,LaMetro
clusters,"45.09683,5.68367",Varces-Allières-et-Risset,Saint-Ange,1.0,LaMetro
clusters,"45.19146,5.73067",Grenoble,Sainte-Claire - Les Halles,1.0,LaMetro
clusters,"45.23531,5.67151",Saint-Égrève,Saint Egrève Gare,1.0,LaMetro
clusters,"45.0871,5.68586",Varces-Allières-et-Risset,Stendhal,1.0,LaMetro
clusters,"45.20113,5.69021",Fontaine,Saint-Eynard,1.0,LaMetro
clusters,"45.04363,5.70174",Saint-Georges-de-Commiers,Saint-Georges-de-Commiers Gare,1.0,LaMetro
clusters,"45.21015,5.74408",La Tronche,Saint-Germain,1.0,LaMetro
clusters,"45.21282,5.77305",Meylan,Saint-Jean Bosco,1.0,LaMetro
clusters,"45.19802,5.73257",Grenoble,Saint-Laurent,1.0,LaMetro
clusters,"45.21947,5.78613",Meylan,Saint-Mury,1.0,LaMetro
clusters,"45.19129,5.73851",Grenoble,Saint-Roch,1.0,LaMetro
clusters,"45.2286,5.78928",Meylan,Saint-Victor,1.0,LaMetro
clusters,"45.15846,5.72192",Échirolles,Surieux,1.0,LaMetro
clusters,"45.19215,5.75784",Saint-Martin-d'Hères,Les Taillées - Universités,1.0,LaMetro
clusters,"45.11315,5.66577",Claix,Les Taillis,1.0,LaMetro
clusters,"45.13628,5.77037",Brié-et-Angonnes,Tavernolles,1.0,LaMetro
clusters,"45.17081,5.74016",Grenoble,Teisseire,1.0,LaMetro
clusters,"45.16914,5.79285",Gières,Les Terrats,1.0,LaMetro
clusters,"45.20999,5.76693",Meylan,Lionel Terray,1.0,LaMetro
clusters,"45.11571,5.75102",Jarrie,Les Thévenets,1.0,LaMetro
clusters,"45.09132,5.79162",Vaulnaveys-le-Bas,Les Travers,1.0,LaMetro
clusters,"45.20446,5.66499",Sassenage,Trefforine,1.0,LaMetro
clusters,"45.22639,5.79109",Meylan,La Treille,1.0,LaMetro
clusters,"45.18971,5.72476",Grenoble,Victor Hugo,1.0,LaMetro
clusters,"45.20123,5.74184",La Tronche,La Tronche Hôpital,1.0,LaMetro
clusters,"45.16906,5.69215",Seyssins,Tuilerie,1.0,LaMetro
clusters,"45.06063,5.66856",Vif,Uriol,1.0,LaMetro
clusters,"45.03,5.65281",Vif,L'Usine Nord,1.0,LaMetro
clusters,"45.1069,5.66532",Claix,Val d'Allières,1.0,LaMetro
clusters,"45.15905,5.74558",Eybens,Val d'Eybens,1.0,LaMetro
clusters,"45.18002,5.70558",Grenoble,Vallier - Catane,1.0,LaMetro
clusters,"45.18013,5.71608",Grenoble,Vallier - Libération,1.0,LaMetro
clusters,"45.18719,5.7448",Grenoble,Flandrin - Valmy,1.0,LaMetro
clusters,"45.08635,5.68298",Varces-Allières-et-Risset,République,1.0,LaMetro
clusters,"45.14303,5.70002",Échirolles,Vassieux,1.0,LaMetro
clusters,"45.10549,5.80042",Vaulnaveys-le-Bas,Vaulnaveys-Le-Bas Le Village,1.0,LaMetro
clusters,"45.11934,5.81099",Vaulnaveys-le-Haut,Vaulnaveys-Le-Haut Le Village,1.0,LaMetro
clusters,"45.08187,5.77163",Vizille,Vénaria,1.0,LaMetro
clusters,"45.22773,5.66846",Saint-Égrève,Vence EcoParc,1.0,LaMetro
clusters,"45.17165,5.80482",Venon,Venon Mairie,1.0,LaMetro
clusters,"45.20065,5.75103",La Tronche,Vercors,1.0,LaMetro
clusters,"45.14694,5.75428",Eybens,Le Verderet,1.0,LaMetro
clusters,"45.1883,5.73144",Grenoble,Verdun - Préfecture,1.0,LaMetro
clusters,"45.16193,5.71613",Grenoble,Verlaine,1.0,LaMetro
clusters,"45.20713,5.83398",Domène,Les Vernes,1.0,LaMetro
clusters,"45.09617,5.73978",Jarrie,Le Vernet Croix,1.0,LaMetro
clusters,"45.12558,5.67844",Claix,Vert Sapin,1.0,LaMetro
clusters,"45.27225,5.61564",Veurey-Voroize,Veurey Eglise,1.0,LaMetro
clusters,"45.27292,5.61302",Veurey-Voroize,Veurey Mairie,1.0,LaMetro
clusters,"45.26981,5.61825",Veurey-Voroize,La Rive,1.0,LaMetro
clusters,"45.19483,5.7248",Grenoble,Veyret,1.0,LaMetro
clusters,"45.18938,5.72499",Grenoble,Victor Hugo,,LaMetro
clusters,"45.21138,5.64977",Sassenage,Vieux donjon,1.0,LaMetro
clusters,"45.04824,5.68573",Vif,Vif Gare,1.0,LaMetro
clusters,"45.05301,5.67655",Vif,Rivalta,1.0,LaMetro
clusters,"45.05584,5.66897",Vif,Vif Mairie,1.0,LaMetro
